,Latitude and Longitude,Class of Land,vv,vh,vv_1,vv_2,vv_3,vv_4,vv_5,vv_6,vv_7,vv_8,vv_9,vv_10,vv_11,vv_12,vv_13,vv_14,vv_15,vv_16,vv_17,vv_18,vv_19,vv_20,vv_21,vv_22,vv_23,vv_24,vv_25,vv_26,vv_27,vh_1,vh_2,vh_3,vh_4,vh_5,vh_6,vh_7,vh_8,vh_9,vh_10,vh_11,vh_12,vh_13,vh_14,vh_15,vh_16,vh_17,vh_18,vh_19,vh_20,vh_21,vh_22,vh_23,vh_24,vh_25,vh_26,vh_27,rvi_1,rvi_2,rvi_3,rvi_4,rvi_5,rvi_6,rvi_7,rvi_8,rvi_9,rvi_10,rvi_11,rvi_12,rvi_13,rvi_14,rvi_15,rvi_16,rvi_17,rvi_18,rvi_19,rvi_20,rvi_21,rvi_22,rvi_23,rvi_24,rvi_25,rvi_26,rvi_27
75,"(10.32281858942218, 105.27934256320043)",1,"[0.08142856508493423, 0.059089161455631256, 0.017006956040859222, 0.1194087490439415, 0.08906477689743042, 0.013926339335739613, 0.06018815189599991, 0.052318163216114044, 0.26263049244880676, 0.339425653219223, 0.20424415171146393, 0.30701541900634766, 0.02527623251080513, 0.04455775395035744, 0.14305123686790466, 0.05122063681483269, 0.11542537808418274, 0.12112774699926376, 0.1252458095550537, 0.273649662733078, 0.20819532871246338, 0.06357470154762268, 0.0846705436706543, 0.018934911116957664, 0.014672619290649891, 0.47449102997779846, 0.4038291871547699]","[0.022246606647968292, 0.012525876984000206, 0.0038452204316854477, 0.008741937577724457, 0.00963431317359209, 0.004937917925417423, 0.005566111300140619, 0.003901361720636487, 0.042857423424720764, 0.0447736531496048, 0.03314051777124405, 0.026134049519896507, 0.018522031605243683, 0.031012527644634247, 0.03575240820646286, 0.04363156855106354, 0.029292302206158638, 0.03574904799461365, 0.039917558431625366, 0.07717093825340271, 0.04614614322781563, 0.011379358358681202, 0.01066253986209631, 0.0037499673198908567, 0.004322944208979607, 0.02384558506309986, 0.029040208086371422]",0.0814285650849342,0.0590891614556312,0.0170069560408592,0.1194087490439415,0.0890647768974304,0.0139263393357396,0.0601881518959999,0.052318163216114,0.2626304924488067,0.339425653219223,0.2042441517114639,0.3070154190063476,0.0252762325108051,0.0445577539503574,0.1430512368679046,0.0512206368148326,0.1154253780841827,0.1211277469992637,0.1252458095550537,0.273649662733078,0.2081953287124633,0.0635747015476226,0.0846705436706543,0.0189349111169576,0.0146726192906498,0.4744910299777984,0.4038291871547699,0.0222466066479682,0.0125258769840002,0.0038452204316854,0.0087419375777244,0.009634313173592,0.0049379179254174,0.0055661113001406,0.0039013617206364,0.0428574234247207,0.0447736531496048,0.033140517771244,0.0261340495198965,0.0185220316052436,0.0310125276446342,0.0357524082064628,0.0436315685510635,0.0292923022061586,0.0357490479946136,0.0399175584316253,0.0771709382534027,0.0461461432278156,0.0113793583586812,0.0106625398620963,0.0037499673198908,0.0043229442089796,0.0238455850630998,0.0290402080863714,0.7606765235877951,0.6355002166040893,0.666142955576287,0.2633930798504401,0.37090613739559947,0.8996276175669056,0.3239526285971439,0.2677760289636936,0.5203164658732603,0.43814714732716326,0.517982506716789,0.3012229847186526,1.285048253863137,1.2604692070899415,0.715396066897042,1.352110405049483,0.7230723615201009,0.8009552083535848,0.8418504872662184,0.7771119692569303,0.6566064143699607,0.5592772949080451,0.4216201638258413,0.6041077749903968,0.8000463984708219,0.18676598400678734,0.25919298639607424
76,"(10.320547445273881, 105.22710624779182)",1,"[0.3823499381542206, 0.17790642380714417, 0.11869434267282486, 0.05939057841897011, 0.05898518115282059, 0.044053930789232254, 0.02467573806643486, 0.024059636518359184, 0.17273052036762238, 0.09553082287311554, 0.17607481777668, 0.1395934373140335, 0.07890310138463974, 0.07648450881242752, 0.037478458136320114, 0.037145208567380905, 0.05199973285198212, 0.06516138464212418, 0.030102932825684547, 0.09136073291301727, 0.034698404371738434, 0.11190314590930939, 0.08951834589242935, 0.19431908428668976, 0.045962706208229065, 0.15582241117954254, 0.0371430478990078]","[0.06519953161478043, 0.05536990612745285, 0.056147877126932144, 0.00893302634358406, 0.00833621434867382, 0.0034238712396472692, 0.0032754193525761366, 0.006333441007882357, 0.007015806157141924, 0.007754117716103792, 0.018432263284921646, 0.011742922477424145, 0.02385505847632885, 0.023001736029982567, 0.014184175059199333, 0.013569774106144905, 0.021896420046687126, 0.024764979258179665, 0.01904965378344059, 0.026926882565021515, 0.01853174716234207, 0.018981587141752243, 0.03140285611152649, 0.027154942974448204, 0.00822377298027277, 0.012638956308364868, 0.006907545030117035]",0.3823499381542206,0.1779064238071441,0.1186943426728248,0.0593905784189701,0.0589851811528205,0.0440539307892322,0.0246757380664348,0.0240596365183591,0.1727305203676223,0.0955308228731155,0.17607481777668,0.1395934373140335,0.0789031013846397,0.0764845088124275,0.0374784581363201,0.0371452085673809,0.0519997328519821,0.0651613846421241,0.0301029328256845,0.0913607329130172,0.0346984043717384,0.1119031459093093,0.0895183458924293,0.1943190842866897,0.045962706208229,0.1558224111795425,0.0371430478990078,0.0651995316147804,0.0553699061274528,0.0561478771269321,0.008933026343584,0.0083362143486738,0.0034238712396472,0.0032754193525761,0.0063334410078823,0.0070158061571419,0.0077541177161037,0.0184322632849216,0.0117429224774241,0.0238550584763288,0.0230017360299825,0.0141841750591993,0.0135697741061449,0.0218964200466871,0.0247649792581796,0.0190496537834405,0.0269268825650215,0.018531747162342,0.0189815871417522,0.0314028561115264,0.0271549429744482,0.0082237729802727,0.0126389563083648,0.006907545030117,0.538608755453589,0.8291318195008799,1.0583732983177871,0.4875972257472146,0.46362906952806493,0.2778649959998772,0.44041518406253966,0.741621369305209,0.15304955740275883,0.2888076111946187,0.36064852105593376,0.29809436112719445,0.8136976018101693,0.8108915777449522,0.9353844047709263,0.9159664947685622,0.994262178889586,0.9376970762874289,1.2131986473622325,0.8002338892409213,1.1243319595273498,0.5363893853914085,0.8937817478752645,0.45939092288733663,0.5591103091198463,0.28862615334775543,0.5759633480263088
77,"(10.32327281825184, 105.26162763884446)",1,"[0.28567931056022644, 0.17907395958900452, 0.01706095039844513, 0.0905393436551094, 0.10070854425430298, 0.010293138213455677, 0.012578153982758522, 0.023077331483364105, 0.45643150806427, 0.4369758665561676, 0.15281164646148682, 0.16469307243824005, 0.08611354976892471, 0.11742404848337173, 0.04034469649195671, 0.06758280098438263, 0.17862960696220398, 0.06464974582195282, 0.10768137872219086, 0.14158880710601807, 0.05838410556316376, 0.03625345975160599, 0.06680741906166077, 0.011703470721840858, 0.0316433385014534, 0.2532477378845215, 0.3939083218574524]","[0.06399860978126526, 0.03756585717201233, 0.00503642437979579, 0.007566936779767275, 0.010270852595567703, 0.0037812546361237764, 0.002952173352241516, 0.004370613023638725, 0.011167832650244236, 0.03450911492109299, 0.04166100174188614, 0.039101146161556244, 0.023672744631767273, 0.02191917411983013, 0.013921496458351612, 0.03209230676293373, 0.04651982709765434, 0.029342997819185257, 0.028674976900219917, 0.03843500465154648, 0.040034398436546326, 0.00989431794732809, 0.014036813750863075, 0.004611553158611059, 0.0049667637795209885, 0.007388232741504908, 0.042039595544338226]",0.2856793105602264,0.1790739595890045,0.0170609503984451,0.0905393436551094,0.1007085442543029,0.0102931382134556,0.0125781539827585,0.0230773314833641,0.45643150806427,0.4369758665561676,0.1528116464614868,0.16469307243824,0.0861135497689247,0.1174240484833717,0.0403446964919567,0.0675828009843826,0.1786296069622039,0.0646497458219528,0.1076813787221908,0.141588807106018,0.0583841055631637,0.0362534597516059,0.0668074190616607,0.0117034707218408,0.0316433385014534,0.2532477378845215,0.3939083218574524,0.0639986097812652,0.0375658571720123,0.0050364243797957,0.0075669367797672,0.0102708525955677,0.0037812546361237,0.0029521733522415,0.0043706130236387,0.0111678326502442,0.0345091149210929,0.0416610017418861,0.0391011461615562,0.0236727446317672,0.0219191741198301,0.0139214964583516,0.0320923067629337,0.0465198270976543,0.0293429978191852,0.0286749769002199,0.0384350046515464,0.0400343984365463,0.009894317947328,0.014036813750863,0.004611553158611,0.0049667637795209,0.0073882327415049,0.0420395955443382,0.6617098661460795,0.6306118001194233,0.8010744804407386,0.29638317921690327,0.35264368134343305,0.9190207442318381,0.6842887284121155,0.5840236046889521,0.09438562628235916,0.28185175483113517,0.7595915677074461,0.6899209866912239,0.7638747605319891,0.577608967764099,0.8847999855899079,1.0604713723035422,0.736153726835786,1.0356342227016997,0.7475156572862239,0.757367144754832,1.2532146846449927,0.7601414147143379,0.6313458204886803,0.9575974399617435,0.5045140112737343,0.11176911632357153,0.36666055160975797
78,"(10.324635504740822, 105.25208883342202)",1,"[0.27160876989364624, 0.16993561387062073, 0.22525660693645477, 0.023898106068372726, 0.031226852908730507, 0.04935789853334427, 0.08428141474723816, 0.07097060233354568, 0.16083519160747528, 0.17669861018657684, 0.22905297577381134, 0.19276060163974762, 0.07770514488220215, 0.06317276507616043, 0.03915170580148697, 0.032304082065820694, 0.13017791509628296, 0.0706363394856453, 0.03924838826060295, 0.1168285384774208, 0.05048350617289543, 0.19421212375164032, 0.1600542515516281, 0.07658261805772781, 0.09022411704063416, 0.39125365018844604, 0.2477819174528122]","[0.0693960189819336, 0.0473870113492012, 0.022079285234212875, 0.005826033651828766, 0.006747331004589796, 0.005113685969263315, 0.008035492151975632, 0.008671015501022339, 0.005841353442519903, 0.007773810997605324, 0.027275077998638153, 0.03269153833389282, 0.02264665625989437, 0.026227321475744247, 0.018739590421319008, 0.02705269865691662, 0.04137658327817917, 0.022791024297475815, 0.018126538023352623, 0.05199628695845604, 0.043849874287843704, 0.082939513027668, 0.036224614828825, 0.006659692618995905, 0.008323422633111477, 0.009672323241829872, 0.011614085175096989]",0.2716087698936462,0.1699356138706207,0.2252566069364547,0.0238981060683727,0.0312268529087305,0.0493578985333442,0.0842814147472381,0.0709706023335456,0.1608351916074752,0.1766986101865768,0.2290529757738113,0.1927606016397476,0.0777051448822021,0.0631727650761604,0.0391517058014869,0.0323040820658206,0.1301779150962829,0.0706363394856453,0.0392483882606029,0.1168285384774208,0.0504835061728954,0.1942121237516403,0.1600542515516281,0.0765826180577278,0.0902241170406341,0.391253650188446,0.2477819174528122,0.0693960189819336,0.0473870113492012,0.0220792852342128,0.0058260336518287,0.0067473310045897,0.0051136859692633,0.0080354921519756,0.0086710155010223,0.0058413534425199,0.0077738109976053,0.0272750779986381,0.0326915383338928,0.0226466562598943,0.0262273214757442,0.018739590421319,0.0270526986569166,0.0413765832781791,0.0227910242974758,0.0181265380233526,0.051996286958456,0.0438498742878437,0.082939513027668,0.036224614828825,0.0066596926189959,0.0083234226331114,0.0096723232418298,0.0116140851750969,0.7264834511185995,0.7712658440857405,0.34076348795690725,0.7029926449375663,0.6445007720252299,0.3574516973005146,0.3326722026919905,0.4111109921806144,0.13770581571798032,0.16497318682897166,0.40234605889109865,0.5363187028293764,0.7943304464337455,0.9864429316071014,1.0648183322660614,1.3449117284770935,0.8403885122448815,0.8484510394626706,1.045207603528043,1.0248311821887213,1.360206989699298,1.0020363342136827,0.6666333915567998,0.3069467857070912,0.3232619433270824,0.09532870775105544,0.1750390243601621
79,"(10.321001674103542, 105.25027191810346)",1,"[0.1444988250732422, 0.13981470465660095, 0.09201372414827347, 0.15287469327449799, 0.0676623284816742, 0.13071990013122559, 0.27091604471206665, 0.11991579830646515, 0.31831786036491394, 0.2649152874946594, 0.13064131140708923, 0.24384121596813202, 0.16015751659870148, 0.06241966411471367, 0.11632741987705231, 0.08446387201547623, 0.18992723524570465, 0.1222061887383461, 0.0893741026520729, 0.2936175465583801, 0.35926809906959534, 0.17425118386745453, 0.1120888814330101, 0.17765404284000397, 0.1588442176580429, 0.2826243042945862, 0.35479408502578735]","[0.03312406688928604, 0.02795117348432541, 0.017138369381427765, 0.03011379949748516, 0.03157239034771919, 0.02435275726020336, 0.03004380315542221, 0.01693880930542946, 0.04081772640347481, 0.03063332475721836, 0.0524730458855629, 0.028857028111815453, 0.028092291206121445, 0.025996247306466103, 0.02565549872815609, 0.023104531690478325, 0.056698884814977646, 0.031181005761027336, 0.03222792223095894, 0.0646914392709732, 0.04439758136868477, 0.029004549607634544, 0.022912519052624702, 0.048707135021686554, 0.02255823463201523, 0.0251906830817461, 0.023492179811000824]",0.1444988250732422,0.1398147046566009,0.0920137241482734,0.1528746932744979,0.0676623284816742,0.1307199001312255,0.2709160447120666,0.1199157983064651,0.3183178603649139,0.2649152874946594,0.1306413114070892,0.243841215968132,0.1601575165987014,0.0624196641147136,0.1163274198770523,0.0844638720154762,0.1899272352457046,0.1222061887383461,0.0893741026520729,0.2936175465583801,0.3592680990695953,0.1742511838674545,0.1120888814330101,0.1776540428400039,0.1588442176580429,0.2826243042945862,0.3547940850257873,0.033124066889286,0.0279511734843254,0.0171383693814277,0.0301137994974851,0.0315723903477191,0.0243527572602033,0.0300438031554222,0.0169388093054294,0.0408177264034748,0.0306333247572183,0.0524730458855629,0.0288570281118154,0.0280922912061214,0.0259962473064661,0.025655498728156,0.0231045316904783,0.0566988848149776,0.0311810057610273,0.0322279222309589,0.0646914392709732,0.0443975813686847,0.0290045496076345,0.0229125190526247,0.0487071350216865,0.0225582346320152,0.0251906830817461,0.0234921798110008,0.6728021910349344,0.6083885196040487,0.5766438834240909,0.6016690545794856,1.050861446809987,0.5767347783587029,0.378851860515589,0.46343831447411354,0.4280077597802994,0.39252222337604065,0.9681729302376954,0.40025949149526024,0.5505781900970184,0.9881792326689128,0.6542253251259625,0.7613170726804295,0.8069925502827474,0.7257934667583854,0.9088389585677021,0.6537493317996913,0.41504567264400943,0.5285058250675708,0.6185954016076106,0.7624953615808846,0.4654639762557598,0.31366787825061593,0.24056953781949883
80,"(10.318730529955241, 105.22756047662148)",1,"[0.21455912292003632, 0.13856695592403412, 0.13728468120098114, 0.08064669370651245, 0.04617665708065033, 0.059155404567718506, 0.024284139275550842, 0.026219559833407402, 0.35754790902137756, 0.22528471052646637, 0.10617808252573013, 0.13865409791469574, 0.0675642117857933, 0.06653677672147751, 0.02856660820543766, 0.036679383367300034, 0.15205353498458862, 0.13792996108531952, 0.07447464019060135, 0.12195739150047302, 0.09316529333591461, 0.18522220849990845, 0.2959393560886383, 0.25356677174568176, 0.11503895372152328, 0.17217163741588593, 0.0644402876496315]","[0.05998712033033371, 0.07027651369571686, 0.04049134999513626, 0.008414920419454575, 0.006468920968472958, 0.0058879731222987175, 0.003621224779635668, 0.006139273755252361, 0.010353420861065388, 0.008969033136963844, 0.01988346315920353, 0.02307857945561409, 0.02975800260901451, 0.031572774052619934, 0.018124083057045937, 0.02137001045048237, 0.055761974304914474, 0.03790266811847687, 0.030717233195900917, 0.05094807222485542, 0.0419696681201458, 0.031036721542477608, 0.04510144516825676, 0.04821772873401642, 0.021047266200184822, 0.007384606637060642, 0.006623483262956142]",0.2145591229200363,0.1385669559240341,0.1372846812009811,0.0806466937065124,0.0461766570806503,0.0591554045677185,0.0242841392755508,0.0262195598334074,0.3575479090213775,0.2252847105264663,0.1061780825257301,0.1386540979146957,0.0675642117857933,0.0665367767214775,0.0285666082054376,0.0366793833673,0.1520535349845886,0.1379299610853195,0.0744746401906013,0.121957391500473,0.0931652933359146,0.1852222084999084,0.2959393560886383,0.2535667717456817,0.1150389537215232,0.1721716374158859,0.0644402876496315,0.0599871203303337,0.0702765136957168,0.0404913499951362,0.0084149204194545,0.0064689209684729,0.0058879731222987,0.0036212247796356,0.0061392737552523,0.0103534208610653,0.0089690331369638,0.0198834631592035,0.023078579455614,0.0297580026090145,0.0315727740526199,0.0181240830570459,0.0213700104504823,0.0557619743049144,0.0379026681184768,0.0307172331959009,0.0509480722248554,0.0419696681201458,0.0310367215424776,0.0451014451682567,0.0482177287340164,0.0210472662001848,0.0073846066370606,0.0066234832629561,0.7726240809633945,1.0963991460353675,0.8006145489580855,0.3596395497438285,0.4603204121959794,0.3453173469614293,0.4842228653399599,0.6831253489223572,0.11097213569646192,0.15019022530148257,0.5790226032328131,0.5284924111642848,1.019070320106723,1.0600752167199308,1.2145067101703249,1.1705209885047818,0.9180777455293611,0.7636772897941256,0.9828177887257973,0.9898713055552066,1.0315042484016943,0.5312773308195051,0.4927677779895172,0.5858244792961522,0.5687965068853124,0.1610895595561277,0.35501998075668006
81,"(10.31963898761456, 105.23255699374752)",1,"[0.20895043015480042, 0.2365991622209549, 0.04945506155490875, 0.09810876101255417, 0.1269109845161438, 0.013205671682953835, 0.12584391236305237, 0.06894653290510178, 0.2346159666776657, 0.4090152978897095, 0.13342243432998657, 0.19314874708652496, 0.03426884487271309, 0.04745081812143326, 0.08173500746488571, 0.06462953239679337, 0.12781904637813568, 0.1690518856048584, 0.0932711809873581, 0.26271912455558777, 0.14002656936645508, 0.04317806288599968, 0.022048167884349823, 0.02033989317715168, 0.024819323793053627, 0.2942308485507965, 0.27497950196266174]","[0.05865376070141792, 0.055299725383520126, 0.007606167811900377, 0.010270836763083935, 0.014806194230914116, 0.003065697383135557, 0.004057475831359625, 0.004418488126248121, 0.027227820828557014, 0.027971597388386726, 0.023402465507388115, 0.03594541549682617, 0.014300914481282234, 0.027843691408634186, 0.03293067589402199, 0.029868964105844498, 0.04098571464419365, 0.04648446664214134, 0.04763830080628395, 0.054374076426029205, 0.07307896763086319, 0.008867349475622177, 0.006659694015979767, 0.003485282650217414, 0.005395811982452869, 0.009517580270767212, 0.00895721185952425]",0.2089504301548004,0.2365991622209549,0.0494550615549087,0.0981087610125541,0.1269109845161438,0.0132056716829538,0.1258439123630523,0.0689465329051017,0.2346159666776657,0.4090152978897095,0.1334224343299865,0.1931487470865249,0.034268844872713,0.0474508181214332,0.0817350074648857,0.0646295323967933,0.1278190463781356,0.1690518856048584,0.0932711809873581,0.2627191245555877,0.140026569366455,0.0431780628859996,0.0220481678843498,0.0203398931771516,0.0248193237930536,0.2942308485507965,0.2749795019626617,0.0586537607014179,0.0552997253835201,0.0076061678119003,0.0102708367630839,0.0148061942309141,0.0030656973831355,0.0040574758313596,0.0044184881262481,0.027227820828557,0.0279715973883867,0.0234024655073881,0.0359454154968261,0.0143009144812822,0.0278436914086341,0.0329306758940219,0.0298689641058444,0.0409857146441936,0.0464844666421413,0.0476383008062839,0.0543740764260292,0.0730789676308631,0.0088673494756221,0.0066596940159797,0.0034852826502174,0.0053958119824528,0.0095175802707672,0.0089572118595242,0.7747081474203711,0.6822458573517858,0.49638606524878204,0.36066035969548244,0.3954752353814554,0.6789430993752472,0.12297344806653278,0.2335373403560674,0.3937206978472296,0.2477105000094362,0.5505712215493107,0.5762731856182179,0.9892922483483614,1.1742584459350152,0.96987216146357,1.0455825123767983,0.8451100235260101,0.7640065121843491,1.1002203283465657,0.6243344991074754,1.11189945777727,0.6207428313632891,0.8132035165714575,0.5406524283920671,0.647403356637701,0.12335580209110063,0.12417971843554065
82,"(10.323727047081501, 105.23800773970319)",1,"[0.18757814168930054, 0.18256042897701263, 0.1641424149274826, 0.0720476359128952, 0.09496721625328064, 0.012710980139672756, 0.046699248254299164, 0.04374070465564728, 0.11002277582883835, 0.06128305941820145, 0.31213876605033875, 0.3386352062225342, 0.0853794738650322, 0.10522473603487015, 0.0680442675948143, 0.1060175821185112, 0.05569576844573021, 0.09082090109586716, 0.04628021642565727, 0.09655845910310745, 0.06883971393108368, 0.18461494147777557, 0.21996435523033142, 0.0955304354429245, 0.13801223039627075, 0.27654674649238586, 0.30160829424858093]","[0.05098024383187294, 0.03526711091399193, 0.05588499456644058, 0.017716137692332268, 0.014560413546860218, 0.0031399959698319435, 0.006184533704072237, 0.00985904410481453, 0.005895121488720179, 0.006120802368968725, 0.015478556044399738, 0.015991274267435074, 0.026374073699116707, 0.023850038647651672, 0.017159216105937958, 0.03252498432993889, 0.02819814719259739, 0.023824417963624, 0.0182554442435503, 0.03274727240204811, 0.04150901362299919, 0.08406355232000351, 0.06349106132984161, 0.013072621077299118, 0.014027654193341732, 0.005346198566257954, 0.00996160414069891]",0.1875781416893005,0.1825604289770126,0.1641424149274826,0.0720476359128952,0.0949672162532806,0.0127109801396727,0.0466992482542991,0.0437407046556472,0.1100227758288383,0.0612830594182014,0.3121387660503387,0.3386352062225342,0.0853794738650322,0.1052247360348701,0.0680442675948143,0.1060175821185112,0.0556957684457302,0.0908209010958671,0.0462802164256572,0.0965584591031074,0.0688397139310836,0.1846149414777755,0.2199643552303314,0.0955304354429245,0.1380122303962707,0.2765467464923858,0.3016082942485809,0.0509802438318729,0.0352671109139919,0.0558849945664405,0.0177161376923322,0.0145604135468602,0.0031399959698319,0.0061845337040722,0.0098590441048145,0.0058951214887201,0.0061208023689687,0.0154785560443997,0.015991274267435,0.0263740736991167,0.0238500386476516,0.0171592161059379,0.0325249843299388,0.0281981471925973,0.023824417963624,0.0182554442435503,0.0327472724020481,0.0415090136229991,0.0840635523200035,0.0634910613298416,0.0130726210772991,0.0140276541933417,0.0053461985662579,0.0099616041406989,0.7579856499328805,0.5928762028889177,0.8775066882619295,0.707273283270719,0.49514799062369463,0.7095689205754661,0.439580215730947,0.6646508390523597,0.19818387139460197,0.3463469746736461,0.18446501254437336,0.17625943522997706,0.8251292185307181,0.6673381261481234,0.719891720923067,0.8214690249886019,1.0954585950537454,0.7398449319525929,0.9581873814203046,0.8753941172639513,1.1884227002424053,1.0374132620037952,0.7892627251660399,0.4515756030993872,0.35161511250569627,0.07513859028910899,0.1258281096426714
83,"(10.323727047081501, 105.27797987671151)",1,"[0.025439435616135597, 0.018097039312124252, 0.017541643232107162, 0.07347533851861954, 0.06836570054292679, 0.02579142339527607, 0.22979919612407684, 0.29180988669395447, 0.1745918244123459, 0.2980334162712097, 0.1767377406358719, 0.31911036372184753, 0.03530102223157883, 0.07723059505224228, 0.06831850111484528, 0.06219694763422012, 0.0896407812833786, 0.14073744416236877, 0.07981179654598236, 0.3951333165168762, 0.31947413086891174, 0.07250780612230301, 0.11466624587774277, 0.012372690252959728, 0.020319156348705292, 0.3744659125804901, 0.5319259762763977]","[0.009444068185985088, 0.004655629862099886, 0.0052295709028840065, 0.008434634655714035, 0.005224240943789482, 0.0030468651093542576, 0.007071495521813631, 0.006390993483364582, 0.029756702482700348, 0.029366053640842438, 0.02240581251680851, 0.01871086284518242, 0.018133757635951042, 0.02361394837498665, 0.02914770133793354, 0.027759047225117683, 0.03492387384176254, 0.0407099686563015, 0.03904305770993233, 0.07215975224971771, 0.04958539456129074, 0.013831311836838722, 0.019575489684939384, 0.004404672887176275, 0.003297382965683937, 0.025632236152887344, 0.020397400483489037]",0.0254394356161355,0.0180970393121242,0.0175416432321071,0.0734753385186195,0.0683657005429267,0.025791423395276,0.2297991961240768,0.2918098866939544,0.1745918244123459,0.2980334162712097,0.1767377406358719,0.3191103637218475,0.0353010222315788,0.0772305950522422,0.0683185011148452,0.0621969476342201,0.0896407812833786,0.1407374441623687,0.0798117965459823,0.3951333165168762,0.3194741308689117,0.072507806122303,0.1146662458777427,0.0123726902529597,0.0203191563487052,0.3744659125804901,0.5319259762763977,0.009444068185985,0.0046556298620998,0.005229570902884,0.008434634655714,0.0052242409437894,0.0030468651093542,0.0070714955218136,0.0063909934833645,0.0297567024827003,0.0293660536408424,0.0224058125168085,0.0187108628451824,0.018133757635951,0.0236139483749866,0.0291477013379335,0.0277590472251176,0.0349238738417625,0.0407099686563015,0.0390430577099323,0.0721597522497177,0.0495853945612907,0.0138313118368387,0.0195754896849393,0.0044046728871762,0.0032973829656839,0.0256322361528873,0.020397400483489,0.9247890758820259,0.7299509416070346,0.8062726031649146,0.3901143175148546,0.2736998993117591,0.3996654910918601,0.11761928156152829,0.08480373603143951,0.5383930917634215,0.34231119429536505,0.4239708140011273,0.21532470429309147,1.103329937074319,0.8196806543274893,1.001503333777825,1.0263699222318907,0.9513558075003855,0.7903863275149076,1.0767427882876877,0.5679928132672227,0.5000195499894967,0.5872247278132205,0.5390872813773844,0.9018206290958797,0.5180334821721119,0.24791500848884898,0.14496737554996922
84,"(10.323727047081501, 105.26844107128906)",1,"[0.014163133688271046, 0.01729801669716835, 0.04074273630976677, 0.10341828316450119, 0.11057588458061218, 0.011540834791958332, 0.06737035512924194, 0.0957154780626297, 0.27310922741889954, 0.33532869815826416, 0.14617228507995605, 0.10442298650741577, 0.023598020896315575, 0.07087820023298264, 0.12491729110479355, 0.09105651080608368, 0.09717843681573868, 0.17916688323020935, 0.10866338014602661, 0.26830801367759705, 0.1731550097465515, 0.013422762043774128, 0.044499173760414124, 0.03125963360071182, 0.02308695763349533, 0.2894083261489868, 0.22565874457359314]","[0.006180631462484598, 0.0046905167400836945, 0.006724945269525051, 0.007303902413696051, 0.008903763256967068, 0.0033311217557638884, 0.0037288093008100986, 0.005656071938574314, 0.040094271302223206, 0.021163472905755043, 0.01933823898434639, 0.03573531284928322, 0.010214296169579029, 0.021467270329594612, 0.053566593676805496, 0.027960633859038353, 0.029884571209549904, 0.023410174995660782, 0.028922345489263535, 0.040397271513938904, 0.046325620263814926, 0.005070068873465061, 0.009143988601863384, 0.0036642199847847223, 0.004691338632255793, 0.007976568304002285, 0.02745410054922104]",0.014163133688271,0.0172980166971683,0.0407427363097667,0.1034182831645011,0.1105758845806121,0.0115408347919583,0.0673703551292419,0.0957154780626297,0.2731092274188995,0.3353286981582641,0.146172285079956,0.1044229865074157,0.0235980208963155,0.0708782002329826,0.1249172911047935,0.0910565108060836,0.0971784368157386,0.1791668832302093,0.1086633801460266,0.268308013677597,0.1731550097465515,0.0134227620437741,0.0444991737604141,0.0312596336007118,0.0230869576334953,0.2894083261489868,0.2256587445735931,0.0061806314624845,0.0046905167400836,0.006724945269525,0.007303902413696,0.008903763256967,0.0033311217557638,0.00372880930081,0.0056560719385743,0.0400942713022232,0.021163472905755,0.0193382389843463,0.0357353128492832,0.010214296169579,0.0214672703295946,0.0535665936768054,0.0279606338590383,0.0298845712095499,0.0234101749956607,0.0289223454892635,0.0403972715139389,0.0463256202638149,0.005070068873465,0.0091439886018633,0.0036642199847847,0.0046913386322557,0.0079765683040022,0.027454100549221,1.0139709585452343,0.7568057814617986,0.5250211652604557,0.2550126007656058,0.28676286167636805,0.7892542850507465,0.20420568926525776,0.21686620101671986,0.47815708552402986,0.2303070827175987,0.43920877842672146,0.8802933193588148,1.0094709582851393,0.8146475564875235,1.0043076839645575,0.8219553295097913,0.8227412572713293,0.4347185081589483,0.7472656824768761,0.4879920527762862,0.7499019234953201,0.9343072041900711,0.6210121289258551,0.39705460179159285,0.6158596042303306,0.10584082906731655,0.40965854367132754
